id,SalePrice
1990,219182.39
1991,228544.83
1992,205759.31
1993,171307.88
1994,238951.9
1995,192557.58
1996,253961.34
1997,301195.94
1998,349729.44
1999,240733.25
2000,303834.25
2001,249381.31
2002,248902.78
2003,264935.66
2004,279145.75
2005,226896.08
2006,219526.94
2007,250490.86
2008,214725.03
2009,179919.22
2010,198017.44
2011,148084.77
2012,176582.17
2013,172578.38
2014,177970.02
2015,203238.25
2016,179451.4
2017,187473.42
2018,117176.42
2019,137444.06
2020,113430.13
2021,112805.09
2022,183030.56
2023,137939.11
2024,209693.72
2025,360802.47
2026,175924.11
2027,140510.36
2028,151013.69
2029,163236.3
2030,273162.7
2031,229282.94
2032,250144.47
2033,275947.8
2034,158228.08
2035,214153.84
2036,201873.88
2037,191318.55
2038,281861.22
2039,214237.6
2040,294210.3
2041,289926.47
2042,205111.61
2043,168839.64
2044,141853.27
2045,221100.42
2046,145274.16
2047,147619.73
2048,138581.64
2049,138351.48
2050,189823.0
2051,103586.28
2052,130748.05
2053,148248.81
2054,84067.24
2055,160105.6
2056,131263.03
2057,124260.75
2058,229924.06
2059,134535.48
2060,164783.05
2061,190122.11
2062,134312.94
2063,118421.72
2064,147384.25
2065,131553.28
2066,158898.88
2067,89524.71
2068,153605.1
2069,83717.06
2070,114380.414
2071,88407.24
2072,129464.336
2073,139922.53
2074,194382.34
2075,150750.64
2076,126460.234
2077,151819.3
2078,127286.63
2079,138607.42
2080,121750.34
2081,131541.61
2082,136737.94
2083,148878.88
2084,106642.945
2085,128695.33
2086,121465.74
2087,128555.62
2088,105295.73
2089,80356.34
2090,132823.38
2091,119515.1
2092,130222.164
2093,119674.43
2094,121858.61
2095,138310.31
2096,83866.89
2097,100179.67
2098,149608.88
2099,53195.08
2100,82478.91
2101,132550.17
2102,123749.75
2103,99478.305
2104,129452.36
2105,121737.805
2106,69030.33
2107,231189.23
2108,117209.95
2109,111539.8
2110,129680.086
2111,152072.89
2112,136373.42
2113,119518.86
2114,107283.14
2115,160202.73
2116,116630.02
2117,146824.5
2118,118889.18
2119,102368.73
2120,113594.57
2121,84303.93
2122,107160.234
2123,84103.97
2124,171995.75
2125,131179.94
2126,150569.03
2127,157158.22
2128,129232.55
2129,91353.4
2130,146813.02
2131,153986.88
2132,124254.35
2133,122668.86
2134,117292.25
2135,95017.234
2136,76675.61
2137,114040.48
2138,127846.13
2139,150512.47
2140,140463.34
2141,142411.72
2142,124492.88
2143,137406.72
2144,128073.72
2145,134156.89
2146,157586.56
2147,128852.77
2148,121287.945
2149,137562.22
2150,236579.88
2151,112552.89
2152,168738.55
2153,163402.33
2154,109797.55
2155,141013.36
2156,219292.78
2157,235912.31
2158,233666.48
2159,208567.47
2160,171451.7
2161,255237.52
2162,356827.6
2163,342785.88
2164,248841.31
2165,187175.08
2166,147313.3
2167,234327.25
2168,192657.52
2169,194959.36
2170,217262.36
2171,149172.64
2172,136306.6
2173,159019.55
2174,233068.03
2175,316135.06
2176,304145.03
2177,253344.0
2178,213923.8
2179,143395.83
2180,213212.97
2181,191386.8
2182,215363.23
2183,190181.6
2184,123154.375
2185,97528.734
2186,153065.78
2187,153860.62
2188,146827.02
2189,223846.47
2190,85929.7
2191,86075.04
2192,93830.84
2193,102141.02
2194,103785.73
2195,110054.914
2196,100254.31
2197,115957.375
2198,156468.5
2199,160256.2
2200,145242.7
2201,139646.44
2202,196147.14
2203,129669.945
2204,190012.45
2205,109886.695
2206,149010.4
2207,228186.14
2208,266519.28
2209,217450.16
2210,116312.9
2211,113108.016
2212,111632.27
2213,99397.51
2214,126021.88
2215,97560.36
2216,152318.47
2217,58377.527
2218,90273.08
2219,83667.81
2220,75795.54
2221,301319.2
2222,242248.88
2223,259019.19
2224,217229.83
2225,126671.1
2226,198602.39
2227,201725.31
2228,257443.31
2229,255451.08
2230,146282.78
2231,203005.4
2232,184161.47
2233,177976.47
2234,246083.92
2235,211613.27
2236,278853.62
2237,365937.38
2238,200494.95
2239,126416.1
2240,162120.06
2241,141744.0
2242,132452.36
2243,125191.76
2244,97364.52
2245,98208.11
2246,150652.05
2247,103288.97
2248,125779.586
2249,126978.67
2250,136817.38
2251,110163.805
2252,176529.31
2253,147925.69
2254,169666.72
2255,186294.62
2256,185798.36
2257,207275.83
2258,174055.05
2259,170981.94
2260,160487.16
2261,181433.61
2262,202037.2
2263,337513.3
2264,455560.2
2265,161164.0
2266,293634.0
2267,334519.03
2268,395802.84
2269,141766.58
2270,179643.69
2271,235606.75
2272,199301.0
2273,159707.11
2274,173809.55
2275,162390.69
2276,194278.38
2277,184722.58
2278,152563.44
2279,134319.1
2280,123923.83
2281,164709.98
2282,187906.05
2283,99707.96
2284,108342.88
2285,142290.77
2286,123973.71
2287,361476.12
2288,274312.66
2289,389106.5
2290,430286.56
2291,303826.72
2292,416130.28
2293,494693.62
2294,450277.66
2295,444467.22
2296,298737.2
2297,302494.47
2298,308682.53
2299,450651.4
2300,335623.06
2301,278101.22
2302,238566.4
2303,246710.39
2304,252475.23
2305,177997.69
2306,178025.02
2307,186701.58
2308,230390.72
2309,289753.44
2310,207822.31
2311,195856.47
2312,172769.89
2313,173941.7
2314,180041.25
2315,171825.08
2316,182879.28
2317,188860.73
2318,170128.0
2319,178004.14
2320,189118.47
2321,243465.28
2322,164488.97
2323,186533.56
2324,167855.16
2325,208527.11
2326,161483.7
2327,214971.11
2328,226380.16
2329,185423.28
2330,177342.12
2331,398950.53
2332,380470.75
2333,316905.1
2334,243648.31
2335,258759.7
2336,360852.38
2337,206218.8
2338,303557.1
2339,207513.56
2340,420124.22
2341,222755.28
2342,252807.48
2343,235292.17
2344,221516.83
2345,246411.3
2346,220069.62
2347,200163.67
2348,247141.8
2349,165820.02
2350,278778.38
2351,249981.83
2352,254318.6
2353,225941.88
2354,149134.1
2355,161084.25
2356,147807.52
2357,201403.33
2358,183955.92
2359,133673.12
2360,117626.85
2361,139281.75
2362,281610.8
2363,134524.72
2364,160393.36
2365,227256.2
2366,194656.9
2367,245194.44
2368,203688.03
2369,230830.12
2370,161572.28
2371,158456.1
2372,187714.22
2373,272468.8
2374,311479.7
2375,249715.44
2376,294311.62
2377,380262.53
2378,137145.92
2379,187546.56
2380,146115.05
2381,154194.38
2382,204405.5
2383,209693.53
2384,253237.23
2385,156660.52
2386,131145.05
2387,132936.4
2388,99549.67
2389,132146.66
2390,145739.58
2391,138677.77
2392,114493.37
2393,174012.72
2394,140869.67
2395,197144.27
2396,139267.94
2397,219633.31
2398,118841.45
2399,66957.805
2400,54397.133
2401,121400.31
2402,130850.7
2403,140083.42
2404,143995.92
2405,158061.72
2406,142787.47
2407,127776.05
2408,137185.69
2409,127369.81
2410,169337.44
2411,121184.35
2412,156667.55
2413,134251.47
2414,140501.78
2415,137646.47
2416,135534.17
2417,130241.29
2418,132260.5
2419,123172.695
2420,126153.555
2421,159203.61
2422,119292.48
2423,123869.59
2424,167691.16
2425,166214.89
2426,131504.73
2427,140629.27
2428,173993.3
2429,117078.91
2430,134606.2
2431,106365.66
2432,139263.16
2433,140185.11
2434,127703.07
2435,144720.75
2436,101757.66
2437,108086.12
2438,125405.53
2439,103871.98
2440,121063.64
2441,95056.21
2442,92484.29
2443,118427.93
2444,124168.47
2445,88202.516
2446,133165.56
2447,185295.11
2448,138372.06
2449,111824.92
2450,148993.06
2451,118860.73
2452,195605.22
2453,89614.32
2454,118356.01
2455,118414.38
2456,130551.93
2457,124498.695
2458,122253.68
2459,106130.07
2460,124431.27
2461,117511.92
2462,132022.08
2463,121011.35
2464,166444.1
2465,130783.71
2466,113209.24
2467,138567.64
2468,87071.98
2469,74395.19
2470,190804.72
2471,220239.69
2472,168269.95
2473,125488.555
2474,78644.3
2475,238511.58
2476,120908.68
2477,125043.44
2478,161453.06
2479,97879.08
2480,150560.56
2481,122422.38
2482,131145.42
2483,114456.69
2484,124624.734
2485,124912.57
2486,149725.64
2487,187219.36
2488,150997.27
2489,150486.48
2490,152113.06
2491,92962.42
2492,169492.7
2493,140188.19
2494,157002.73
2495,97059.97
2496,243409.33
2497,153380.1
2498,116281.29
2499,96160.65
2500,128542.01
2501,142667.28
2502,149112.33
2503,97949.11
2504,185685.0
2505,225467.9
2506,268738.22
2507,279935.66
2508,267894.3
2509,206240.44
2510,227706.8
2511,183810.36
2512,207135.92
2513,207353.12
2514,242730.12
2515,146746.25
2516,162126.39
2517,139031.19
2518,160671.08
2519,211376.88
2520,207602.23
2521,191133.81
2522,220868.39
2523,109496.08
2524,136370.31
2525,141850.56
2526,137997.8
2527,117926.3
2528,126209.87
2529,133532.33
2530,110777.805
2531,259156.31
2532,226177.73
2533,193327.45
2534,232110.67
2535,349207.5
2536,247786.08
2537,239989.64
2538,184394.67
2539,195479.53
2540,168808.4
2541,187039.11
2542,168726.16
2543,119266.43
2544,122414.8
2545,135833.72
2546,133896.9
2547,142613.42
2548,155076.69
2549,152877.02
2550,601022.44
2551,140255.06
2552,129760.75
2553,80797.66
2554,108075.195
2555,113386.98
2556,108068.29
2557,91288.516
2558,132870.5
2559,136789.98
2560,141874.78
2561,136816.72
2562,129562.9
2563,143881.02
2564,188974.61
2565,135306.1
2566,159567.5
2567,135561.31
2568,192985.02
2569,206914.39
2570,112557.4
2571,179919.05
2572,162881.75
2573,209639.53
2574,266545.44
2575,124444.09
2576,122549.36
2577,146998.52
2578,75341.586
2579,61130.656
2580,134096.64
2581,124540.98
2582,113024.766
2583,301365.47
2584,158488.3
2585,175495.64
2586,217588.11
2587,211548.89
2588,153540.8
2589,149182.03
2590,213904.62
2591,212044.16
2592,220585.89
2593,262094.92
2594,178560.28
2595,195163.8
2596,312715.78
2597,180902.67
2598,274546.34
2599,337887.53
2600,163502.88
2601,141841.36
2602,84097.63
2603,87472.23
2604,81072.36
2605,74675.39
2606,139589.19
2607,186907.16
2608,208193.27
2609,159954.66
2610,109882.5
2611,124894.82
2612,159379.22
2613,127163.48
2614,127199.016
2615,161541.77
2616,139248.14
2617,187796.6
2618,175158.22
2619,201727.61
2620,185618.61
2621,175921.77
2622,183488.8
2623,261147.06
2624,300318.25
2625,273886.8
2626,170823.67
2627,173660.77
2628,446882.22
2629,458878.44
2630,336016.34
2631,475590.72
2632,410390.47
2633,303428.56
2634,374707.5
2635,147010.98
2636,186310.62
2637,172114.7
2638,255766.03
2639,175976.97
2640,152733.47
2641,109548.62
2642,193322.3
2643,98634.336
2644,124585.52
2645,99112.875
2646,92677.56
2647,99012.92
2648,138161.34
2649,134440.83
2650,138281.83
2651,136103.83
2652,453144.97
2653,257291.62
2654,229608.97
2655,379456.12
2656,315659.06
2657,358506.5
2658,295515.66
2659,280524.4
2660,359992.03
2661,363058.47
2662,343379.06
2663,296190.28
2664,270423.72
2665,337697.47
2666,292995.7
2667,160743.56
2668,185604.44
2669,166474.11
2670,274786.28
2671,187051.95
2672,176004.33
2673,207009.33
2674,210273.47
2675,161199.05
2676,194636.67
2677,193815.73
2678,237390.8
2679,274984.47
2680,282840.84
2681,419373.66
2682,312592.34
2683,495693.88
2684,310333.72
2685,357956.78
2686,275887.56
2687,322934.6
2688,216066.61
2689,203589.77
2690,478052.16
2691,179771.38
2692,149660.55
2693,191161.52
2694,145956.0
2695,195608.02
2696,191951.44
2697,182300.64
2698,171389.9
2699,163695.56
2700,151154.02
2701,142893.6
2702,111596.08
2703,121298.01
2704,148254.89
2705,122687.695
2706,114151.24
2707,123841.6
2708,140955.69
2709,110983.48
2710,128608.34
2711,256497.36
2712,360716.47
2713,171723.19
2714,145780.72
2715,163416.83
2716,138865.42
2717,176744.77
2718,231520.62
2719,155067.81
2720,180604.62
2721,133226.03
2722,153254.64
2723,146472.06
2724,124414.07
2725,129995.34
2726,143245.89
2727,170174.89
2728,163103.25
2729,150447.89
2730,141252.67
2731,120953.77
2732,124441.37
2733,166571.77
2734,148493.75
2735,131171.56
2736,141729.27
2737,127362.28
2738,137573.11
2739,166584.95
2740,129985.055
2741,142587.44
2742,152860.25
2743,144454.77
2744,161985.3
2745,141853.81
2746,139537.69
2747,145937.34
2748,121279.27
2749,122916.3
2750,136717.73
2751,135349.45
2752,198546.33
2753,150561.42
2754,202406.9
2755,130617.81
2756,85683.88
2757,70343.11
2758,85419.7
2759,152563.44
2760,119518.63
2761,144913.69
2762,148412.48
2763,190593.03
2764,147696.34
2765,295648.16
2766,133057.78
2767,84979.07
2768,132048.27
2769,131683.94
2770,153149.89
2771,116097.69
2772,115959.92
2773,158327.1
2774,142811.98
2775,125210.266
2776,132209.55
2777,143783.9
2778,103391.164
2779,117813.44
2780,101490.266
2781,90726.71
2782,88342.17
2783,93769.75
2784,125303.555
2785,134287.33
2786,66661.85
2787,122525.984
2788,68754.98
2789,181588.36
2790,92632.5
2791,113647.34
2792,64796.188
2793,169554.12
2794,91405.16
2795,118719.12
2796,95859.77
2797,205656.9
2798,109353.53
2799,117253.664
2800,73208.836
2801,103192.086
2802,136165.75
2803,160282.95
2804,138352.0
2805,100965.1
2806,84110.55
2807,163928.33
2808,144385.77
2809,138493.52
2810,127377.46
2811,155548.6
2812,148164.86
2813,154379.77
2814,163019.6
2815,104335.81
2816,250688.27
2817,152102.03
2818,127216.125
2819,150304.33
2820,133739.17
2821,98493.625
2822,191631.72
2823,270980.3
2824,170038.95
2825,144015.0
2826,125693.73
2827,142328.9
2828,206690.94
2829,181895.84
2830,222411.19
2831,183335.05
2832,251298.4
2833,278801.5
2834,204485.62
2835,215472.73
2836,193713.92
2837,155483.48
2838,151276.45
2839,184792.88
2840,212389.44
2841,199270.2
2842,220201.67
2843,145658.14
2844,159894.56
2845,122518.51
2846,204742.05
2847,189481.7
2848,225480.6
2849,199621.52
2850,281793.22
2851,228346.36
2852,232788.36
2853,234534.95
2854,145324.73
2855,203460.3
2856,203470.39
2857,194516.98
2858,218991.0
2859,117198.664
2860,122487.78
2861,129699.01
2862,188342.38
2863,135629.2
2864,248211.8
2865,143056.53
2866,141277.6
2867,96908.84
2868,93782.805
2869,112675.0
2870,142949.89
2871,95114.516
2872,57849.81
2873,106953.484
2874,140371.34
2875,119261.65
2876,159195.4
2877,132687.02
2878,178577.31
2879,133471.6
2880,108006.47
2881,147127.55
2882,155504.39
2883,177411.64
2884,198969.61
2885,191544.92
2886,226725.4
2887,97883.0
2888,124661.34
2889,64469.934
2890,79340.75
2891,131396.92
2892,49967.293
2893,101183.14
2894,60644.35
2895,288060.38
2896,258219.33
2897,194003.81
2898,148704.05
2899,216841.33
2900,159186.77
2901,194898.2
2902,188833.55
2903,344058.9
2904,358687.06
2905,75289.15
2906,197364.36
2907,115497.484
2908,135875.06
2909,144676.73
2910,82351.5
2911,84097.63
2912,144509.19
2913,85206.86
2914,77513.836
2915,79651.2
2916,83242.57
2917,173187.9
2918,122660.79
2919,235120.12
